dia,codigo_region,mediana_distancia_recorrida
1,1.0,7.217285082089562
1,2.0,0.1949576861932867
1,3.0,3.0216971427610098
1,4.0,9.83867612182125
1,5.0,1.4106918075403196
1,6.0,2.202832140564091
1,7.0,1.6521819456148852
1,8.0,1.3227481944280235
1,9.0,1.5332501534695309
1,10.0,8.757352765418423
1,11.0,1.8018318079600588
1,12.0,2.550808299127814
1,13.0,5.240776011359741
1,14.0,15.521784226121607
1,15.0,2.1431878605797605
1,16.0,0.6370889786668036
1,17.0,4.078435271218757
1,18.0,6.386916797579419
1,19.0,1.80454425187096
1,20.0,6.536395791881077
1,21.0,8.706376035948733
1,22.0,0.21474437366272373
1,23.0,6.318852879993893
1,24.0,0.8252060789816307
2,1.0,6.89685571796868
2,2.0,4.463548375173947
2,3.0,5.5664474087770275
2,4.0,8.889806098051293
2,5.0,6.605059459286753
2,6.0,3.9366681194036923
2,7.0,2.160457038797945
2,8.0,1.1725505138528054
2,9.0,8.141240489658864
2,10.0,3.780925251850481
2,11.0,5.2649775491621265
2,12.0,3.0720147670552844
2,13.0,10.619100731788164
2,14.0,2.660864118514016
2,15.0,2.7975872216411686
2,16.0,1.310012599304759
2,17.0,11.282047350974471
2,18.0,4.334266440020836
2,19.0,0.5640185231575516
2,20.0,0.5568413120914624
2,21.0,10.640665626029076
2,22.0,5.323204740897868
2,23.0,4.659282566706775
2,24.0,0.47486732540369897
3,1.0,7.871999253373513
3,2.0,12.316007558306177
3,3.0,4.845295422827952
3,4.0,22.865018376432115
3,5.0,3.049728265870645
3,6.0,6.587597532659358
3,7.0,2.3482968230282157
3,8.0,1.1647812338907035
3,9.0,5.334775642511209
3,10.0,1.280620552068577
3,11.0,3.6104436865416982
3,12.0,1.1420806802149082
3,13.0,5.860926321179595
3,14.0,3.5004452980473055
3,15.0,6.263108903343849
3,16.0,1.4788588821283175
3,17.0,9.719173725404904
3,18.0,5.652738391300403
3,19.0,0.031236067777541437
3,20.0,
3,21.0,2.9892031963602204
3,22.0,0.09314323224258796
3,23.0,6.187212570786125
3,24.0,6.982280364806783
4,1.0,5.250527523414357
4,2.0,6.117418806384835
4,3.0,6.262667722139665
4,4.0,0.5864788194006166
4,5.0,6.552445761229071
4,6.0,5.4965735413262475
4,7.0,3.8062418395842816
4,8.0,0.4006174554822352
4,9.0,7.274240633236975
4,10.0,1.2885998547233348
4,11.0,1.70537187446247
4,12.0,2.5466164905378266
4,13.0,6.766413665891322
4,14.0,12.27384614930612
4,15.0,3.170930306447729
4,16.0,4.42831650773181
4,17.0,11.225675360361302
4,18.0,9.722535493726637
4,19.0,1.1100610587382207
4,20.0,1.9929746967720607
4,21.0,4.2082102129783525
4,22.0,5.129374977018998
4,23.0,7.881114665896378
4,24.0,0.3229813102208958
5,1.0,8.644090593352963
5,2.0,13.45737062157708
5,3.0,5.194760827262165
5,4.0,0.9067059180141778
5,5.0,2.10715691856149
5,6.0,6.396658874235347
5,7.0,0.7220484117093501
5,8.0,4.361907623879549
5,9.0,7.22446184310942
5,10.0,0.7147418163739633
5,11.0,2.123996764422989
5,12.0,1.6332456811162812
5,13.0,3.1909670184855865
5,14.0,7.66677214332291
5,15.0,7.911454625662544
5,16.0,6.011497483602813
5,17.0,12.807681926353451
5,18.0,14.724344486280055
5,19.0,23.53734006632554
5,20.0,2.396823304920474
5,21.0,7.339671758994772
5,22.0,9.5403833196318
5,23.0,5.908447419870156
5,24.0,5.012357090721982
6,1.0,7.300429648713328
6,2.0,8.716557739540184
6,3.0,12.1036899118685
6,4.0,0.8574607423890929
6,5.0,2.8805136340324617
6,6.0,5.840522609933561
6,7.0,5.487445544577854
6,8.0,1.6107842609078529
6,9.0,7.0619423365036775
6,10.0,1.845979257849382
6,11.0,2.2271974361820366
6,12.0,1.0701388495538482
6,13.0,4.348406581775206
6,14.0,11.397367316560974
6,15.0,7.947401231448888
6,16.0,2.9330143273357185
6,17.0,10.949731337424783
6,18.0,10.655251532311587
6,19.0,73.28371462559282
6,20.0,4.958334951606144
6,21.0,0.20612149480270048
6,22.0,0.14679760459886435
6,23.0,4.455215815177484
6,24.0,2.6239293749565458
7,1.0,3.810228028149891
7,2.0,4.603672172275527
7,3.0,2.2400514322883387
7,4.0,6.450308853987295
7,5.0,0.3087285125275767
7,6.0,4.891176630506115
7,7.0,10.121225067188933
7,8.0,0.8226552043990494
7,9.0,5.9698628611319355
7,10.0,4.565381343421153
7,11.0,2.6836443452074024
7,12.0,1.6467392373745882
7,13.0,4.437426908291634
7,14.0,1.321519011178656
7,15.0,9.123637682857543
7,16.0,2.1904733125680824
7,17.0,10.445346304432556
7,18.0,5.7888571833965035
7,19.0,2.4534457149723883
7,20.0,0.6979289954801571
7,21.0,105.81338702415286
7,22.0,1.0563183805518392
7,23.0,9.449098747636738
7,24.0,0.8515146016830057
8,1.0,7.081382693054321
8,2.0,4.3764508625526215
8,3.0,6.6949575341511895
8,4.0,1.2847845160040112
8,5.0,1.3841623956447682
8,6.0,2.3544062521335496
8,7.0,8.441485032148933
8,8.0,0.875026812662786
8,9.0,2.0369241358493673
8,10.0,1.1463448259606228
8,11.0,0.5589910666679039
8,12.0,4.971423972138418
8,13.0,4.384815138077772
8,14.0,7.597302598303909
8,15.0,81.50377971721522
8,16.0,2.3697420172521806
8,17.0,7.722836398731875
8,18.0,5.745532393849992
8,19.0,7.885523796104884
8,20.0,0.6427055832238617
8,21.0,5.78459005299211
8,22.0,13.384956583682897
8,23.0,7.9277474439339874
8,24.0,2.1192780618428704
9,1.0,12.45032554113343
9,2.0,9.607944951310333
9,3.0,9.448191775011853
9,4.0,0.06680681058600321
9,5.0,2.0021616679662855
9,6.0,4.064296604050129
9,7.0,5.227182173211104
9,8.0,0.6270954063773462
9,9.0,8.233022896610958
9,10.0,8.253821834370344
9,11.0,2.2189635937962344
9,12.0,3.171357714164589
9,13.0,2.4574539188515723
9,14.0,4.908898897952242
9,15.0,3.546818186363807
9,16.0,2.125675407369173
9,17.0,10.077297017081987
9,18.0,8.838330964556839
9,19.0,1.3141598450255865
9,20.0,1.911117131361492
9,21.0,1.6931532970928551
9,22.0,0.4731648484160381
9,23.0,8.327303358685826
9,24.0,6.183600544691196
10,1.0,9.578665029670535
10,2.0,2.7367161030769984
10,3.0,5.1725058602873535
10,4.0,8.871549983508238
10,5.0,5.8770575355852355
10,6.0,8.7331231728772
10,7.0,7.891083917988273
10,8.0,1.827076192833869
10,9.0,8.2145634173296
10,10.0,1.1900120422524283
10,11.0,4.107497033515723
10,12.0,2.8280761627665307
10,13.0,5.573716282105229
10,14.0,14.583445732741014
10,15.0,11.323547536311517
10,16.0,1.1310879058524772
10,17.0,8.267199818793232
10,18.0,6.538790982638465
10,19.0,1.2102869094246729
10,20.0,2.504329873390476
10,21.0,12.600529454991666
10,22.0,0.3625411490772292
10,23.0,7.543071555999233
10,24.0,0.9268002855581009
11,1.0,6.603340787060946
11,2.0,8.177163893261321
11,3.0,7.815186590614465
11,4.0,5.370722323798203
11,5.0,8.666509016149245
11,6.0,6.6878868615609495
11,7.0,5.909650186644301
11,8.0,2.6533894801253384
11,9.0,4.884207488745625
11,10.0,3.1191062741188915
11,11.0,3.925042101886546
11,12.0,2.404742278589981
11,13.0,2.279192043378641
11,14.0,2.3948075748390534
11,15.0,6.618292362862954
11,16.0,3.6965816654006405
11,17.0,12.107718978709205
11,18.0,7.5562757271528
11,19.0,2.9946683226451754
11,20.0,0.0980222836257036
11,21.0,3.0198580628942926
11,22.0,6.8140654798046745
11,23.0,7.143228722009074
11,24.0,1.0108117193803667
12,1.0,9.418627395859454
12,2.0,9.667509833675568
12,3.0,4.570387553593021
12,4.0,0.4285165443777765
12,5.0,10.036374844459669
12,6.0,4.2810574960156345
12,7.0,7.830591047547101
12,8.0,2.70428438658628
12,9.0,7.081246831088959
12,10.0,4.310346893900961
12,11.0,4.35912096932638
12,12.0,1.867740375255175
12,13.0,2.25641246788672
12,14.0,10.682435452125207
12,15.0,2.0366447139958854
12,16.0,0.3922616752823044
12,17.0,10.253803806849426
12,18.0,7.257464557267894
12,19.0,1.2031843495319592
12,20.0,1.3360803658294422
12,21.0,6.243157200501219
12,22.0,3.29562064648993
12,23.0,5.733099922347727
12,24.0,4.5648571231638835
13,1.0,9.120867299647777
13,2.0,11.058538224587595
13,3.0,1.0036939940074343
13,4.0,0.10824780625899214
13,5.0,10.055227127939656
13,6.0,7.055033857670651
13,7.0,6.977617388911822
13,8.0,1.25254716913697
13,9.0,6.116999380355164
13,10.0,0.7657464912051793
13,11.0,4.148078891355288
13,12.0,2.2252606414445606
13,13.0,0.970909254260647
13,14.0,4.006197230110739
13,15.0,6.628713001443418
13,16.0,4.751708869793948
13,17.0,9.148143828188877
13,18.0,4.140717953125236
13,19.0,4.063690174510016
13,20.0,9.707997673751464
13,21.0,1.8917663706096624
13,22.0,2.561867460390197
13,23.0,3.7444166567577257
13,24.0,0.3244372864440327
14,1.0,4.567185067045365
14,2.0,1.7346724000525435
14,3.0,1.3785558694837994
14,4.0,19.77009779987227
14,5.0,5.202221947848462
14,6.0,5.1629214954351035
14,7.0,5.379582198395258
14,8.0,1.0100749521254246
14,9.0,2.927813699174644
14,10.0,2.4811465306230813
14,11.0,1.9242515476702975
14,12.0,1.4646490357871202
14,13.0,3.7429516573463704
14,14.0,5.523947676896103
14,15.0,1.542432686351439
14,16.0,2.3130517718400565
14,17.0,6.530656071007071
