codigo_region,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,0.857404851,0.957998699,0.969851812,0.949700407,0.937813242,0.980942179,1.062044494,1.077885853,1.062186758,1.005937111,0.930945168,0.830696139,0.589382357,0.464784081,0.288315516,0.21015937,0.080447455,0.057463036,0.053099764,0.049897258,0.054623858,0.07379241,0.08360025
2,,,,,,,,,,,,,,,,,,,,,,,
3,0.759501715,0.792532579,0.677526504,0.909980313,0.997993359,1.057869695,1.013965936,1.006730182,1.002006641,0.948755088,0.862987138,0.8291685,0.749558506,0.668254429,0.42595307,0.249723108,0.124829812,0.111875356,0.125435224,0.137126387,0.132314572,0.144209901,0.147250282
4,1.072002764,1.039093942,0.907707621,0.891182326,0.870983908,0.928427116,1.021097427,0.977538918,1.129016092,1.025732259,1.101643539,0.936156391,1.165291595,1.087244477,0.855790304,0.426388361,0.190385966,0.13552002,0.123686164,0.129764529,0.122817409,0.136979775,0.129212764
6,0.92832667,1.105789841,0.998399334,0.889926589,0.894590042,0.97558727,0.985873739,1.023450343,1.105409958,1.179398186,1.073748404,0.879253997,0.675290424,0.610873921,0.442010174,0.285879375,0.114481189,0.089087739,0.074431009,0.078298824,0.075933992,0.101514776,0.101631901
5,1.011525401,1.329317343,1.355683135,1.155968551,0.897069561,0.829972942,0.971588161,1.026305122,1.102930439,1.156009837,1.043437145,0.804841617,0.80320029,0.720436873,0.59583015,0.268020299,0.114507949,0.093755539,0.082993128,0.087917545,0.086437785,0.116114634,0.107281926
7,1.081644514,1.016839956,0.921287062,0.861760254,0.938050394,0.999037928,1.045527966,1.116154363,1.061949606,1.012757027,0.8476557,0.80337809,0.695329897,0.663903351,0.492414434,0.3114497,0.136040168,0.109470324,0.096393639,0.11012858,0.108911243,0.139358803,0.140768249
8,0.877596864,1.366773888,1.371959723,1.262109562,1.010058079,0.892146272,1.043588381,1.035860613,0.989941921,1.010284278,1.050335221,0.974220905,0.753057524,0.740071975,0.647586,0.541963676,0.243257871,0.180374917,0.159353047,0.146849629,0.14208743,0.187101987,0.207905721
20,,,,,,,,,,,,,,,,,,,,,,,
9,0.941251656,1.080211665,1.066217441,1.06292681,1.028990693,1.021091084,0.993714408,0.999539845,0.971009307,0.922684638,0.858850909,0.75013974,0.5788905,0.402875837,0.235261207,0.14323402,0.057878274,0.040377372,0.036988722,0.046992769,0.048843242,0.057030097,0.0492194
10,1.010635263,1.037019503,0.987165499,1.040434741,1.034675333,1.010196833,1.025158754,1.015249574,0.965324667,0.878716928,0.754378185,0.705806093,0.598919716,0.530605969,0.351015807,0.211636427,0.10919853,0.074656819,0.066259702,0.067451207,0.069037122,0.091255212,0.087881945
11,0.981360075,1.008787468,0.926285772,0.99408607,1.001987444,1.018370122,1.002655938,1.022180143,0.998012556,1.042377711,1.044996219,1.072808429,0.896146171,0.755040784,0.484687919,0.322914957,0.148470006,0.114277292,0.11257238,0.119286852,0.121859234,0.148623289,0.150496284
12,1.057463881,1.03131493,0.83514492,0.933554668,0.982306628,1.034554694,1.005881079,1.035658322,1.017693372,1.074155859,1.189818834,1.179105816,1.103716508,1.018816552,0.796191472,0.529018756,0.19312408,0.151044862,0.164376731,0.169325125,0.177696404,0.182095325,0.185240563
13,1.009913125,1.159875199,1.110241093,1.086786812,1.035862763,0.994528799,0.994463024,0.993279538,0.964137237,0.956250264,0.959740529,0.954852094,0.776188006,0.643674978,0.414076508,0.311975529,0.144299476,0.104526235,0.092722204,0.080686704,0.080083593,0.10483617,0.121148874
14,1.122792697,1.132445693,1.085232248,1.078437074,1.048667252,1.063941425,0.990164989,1.017028798,0.951332748,1.185268284,1.115241329,1.346340386,1.098038928,0.997860168,0.611644722,0.377973287,0.25209914,0.188425945,0.200417758,0.226572848,0.248479455,0.288397026,0.290192604
15,0.717772797,0.848639518,0.798533053,0.831287922,0.938211364,0.978831375,0.923485206,0.949657585,1.061788636,1.100643947,1.171529738,0.890426562,0.826321842,0.669801805,0.611046967,0.41826419,0.188901726,0.108116698,0.094920453,0.073892487,0.103020695,0.168209651,0.192306598
22,1.191426367,1.422488744,1.26143035,1.085547379,0.983476192,0.98145123,0.956592134,1.14336199,1.016523808,1.018968162,0.818892401,0.87722249,0.827018783,0.758472997,0.598113623,0.390767928,0.171907982,0.08928971,0.090666208,0.082689783,0.083304505,0.100694023,0.109811219
16,0.558115688,0.658712215,0.783671316,0.865313399,0.946650697,0.966001617,1.028582084,0.984887778,1.053349303,0.93542782,0.912040276,0.859051971,0.774573289,0.728711251,0.487938655,0.36718043,0.172218614,0.088185191,0.080649028,0.069682334,0.072035807,0.092079997,0.117662643
17,0.88154344,0.983572785,0.998620216,1.02537404,1.017111989,1.00259468,0.981041298,0.954552715,0.982888011,0.99161292,0.949942442,0.756206335,0.489424377,0.320884158,0.172647472,0.128429309,0.043689271,0.033164654,0.029480295,0.032306955,0.034165107,0.043678588,0.043197169
24,0.998467882,1.084318122,1.002898949,1.097536792,1.216415896,1.123379934,1.058254344,0.891445826,0.783584104,0.692166352,0.680556572,0.729691627,0.558014336,0.622222016,0.396930019,0.305549444,0.120766517,0.093729535,0.075147976,0.066286642,0.074882268,0.104791321,0.116269828
23,0.95949082,1.060575136,0.977704612,1.010087806,0.959995378,1.007346593,1.049197219,1.057153185,1.040004622,0.985796524,0.920696946,0.93078993,0.836690336,0.787658963,0.512615383,0.316107668,0.112864762,0.083844475,0.07394752,0.077853943,0.079676399,0.095188388,0.097868242
21,0.835085248,0.918422451,0.858563222,0.853351477,0.895468774,0.996732513,0.9840001,1.101420898,1.104531226,1.184550196,1.099881498,1.081550815,0.91320823,0.794726174,0.608292665,0.453420306,0.270182478,0.187573897,0.155020072,0.149880125,0.141573103,0.184075248,0.175933108
18,0.851170224,0.880281986,1.00782577,1.06790231,1.074589385,1.033371587,1.000722309,0.967119061,0.925410615,0.861790438,0.81179522,0.69850418,0.603572249,0.567882693,0.448264861,0.296401456,0.108259928,0.068447358,0.066145409,0.065409881,0.070084865,0.092412507,0.093519269
19,,,,,,,,,,,,,,,,,,,,,,,
